timestamp,event_type,order_id,side,price,quantity
1704067200006400000,ADD,65,BUY,41960.00,13
1704067200006500000,ADD,66,BUY,41960.00,9
1704067200006600000,ADD,67,BUY,41960.00,3
1704067200006700000,ADD,68,BUY,41960.00,7
1704067200006800000,ADD,69,BUY,41960.50,7
1704067200006900000,ADD,70,BUY,41960.50,16
1704067200007000000,ADD,71,BUY,41960.50,13
1704067200007100000,ADD,72,BUY,41960.50,15
1704067200007200000,ADD,73,BUY,41961.00,9
1704067200007300000,ADD,74,BUY,41961.00,5
1704067200007400000,ADD,75,BUY,41961.00,8
1704067200007500000,ADD,76,BUY,41961.50,19
1704067200007600000,ADD,77,BUY,41961.50,14
1704067200007700000,ADD,78,BUY,41961.50,19
1704067200007800000,ADD,79,BUY,41961.50,13
1704067200007900000,ADD,80,BUY,41962.00,8
1704067200008000000,ADD,81,BUY,41962.00,5
1704067200008100000,ADD,82,BUY,41962.00,17
1704067200008200000,ADD,83,BUY,41962.00,16
1704067200008300000,ADD,84,BUY,41962.50,2
1704067200008400000,ADD,85,BUY,41962.50,4
1704067200008500000,ADD,86,BUY,41963.00,6
1704067200008600000,ADD,87,BUY,41963.00,14
1704067200008700000,ADD,88,BUY,41963.00,20
1704067200008800000,ADD,89,BUY,41963.50,13
1704067200008900000,ADD,90,BUY,41963.50,13
1704067200009000000,ADD,91,BUY,41964.00,17
1704067200009100000,ADD,92,BUY,41964.00,9
1704067200009200000,ADD,93,BUY,41964.00,18
1704067200009300000,ADD,94,BUY,41964.00,1
1704067200009400000,ADD,95,BUY,41964.00,4
1704067200009500000,ADD,96,BUY,41964.50,11
1704067200009600000,ADD,97,BUY,41964.50,4
1704067200009700000,ADD,98,BUY,41964.50,10
1704067200009800000,ADD,99,BUY,41964.50,14
1704067200009900000,ADD,100,BUY,41965.00,15
1704067200010000000,ADD,101,BUY,41965.00,1
1704067200010100000,ADD,102,BUY,41965.00,9
1704067200010200000,ADD,103,BUY,41965.50,17
1704067200010300000,ADD,104,BUY,41965.50,4
1704067200010400000,ADD,105,BUY,41965.50,10
1704067200010500000,ADD,106,BUY,41966.00,5
1704067200010600000,ADD,107,BUY,41966.00,12
1704067200010700000,ADD,108,BUY,41966.00,6
1704067200010800000,ADD,109,BUY,41966.50,20
1704067200010900000,ADD,110,BUY,41966.50,11
1704067200011000000,ADD,111,BUY,41967.00,1
1704067200011100000,ADD,112,BUY,41967.00,4
1704067200011200000,ADD,113,BUY,41967.00,12
1704067200011300000,ADD,114,BUY,41967.00,10
1704067200011400000,ADD,115,BUY,41967.00,8
1704067200011500000,ADD,116,BUY,41967.50,8
1704067200011600000,ADD,117,BUY,41967.50,19
1704067200011700000,ADD,118,BUY,41968.00,3
1704067200011800000,ADD,119,BUY,41968.00,16
1704067200011900000,ADD,120,BUY,41968.50,18
1704067200012000000,ADD,121,BUY,41968.50,5
1704067200012100000,ADD,122,BUY,41969.00,16
1704067200012200000,ADD,123,BUY,41969.00,18
1704067200012300000,ADD,124,BUY,41969.00,6
1704067200012400000,ADD,125,BUY,41969.50,17
1704067200012500000,ADD,126,BUY,41969.50,20
1704067200012600000,ADD,127,BUY,41969.50,14
1704067200012700000,ADD,128,BUY,41969.50,7
1704067200012800000,ADD,129,BUY,41970.00,10
1704067200012900000,ADD,130,BUY,41970.00,13
1704067200013000000,ADD,131,BUY,41970.00,12
1704067200013100000,ADD,132,BUY,41970.50,17
1704067200013200000,ADD,133,BUY,41970.50,15
1704067200013300000,ADD,134,BUY,41970.50,4
1704067200013400000,ADD,135,BUY,41970.50,8
1704067200013500000,ADD,136,BUY,41970.50,8
1704067200013600000,ADD,137,BUY,41971.00,11
1704067200013700000,ADD,138,BUY,41971.00,1
1704067200013800000,ADD,139,BUY,41971.50,19
1704067200013900000,ADD,140,BUY,41971.50,8
1704067200014000000,ADD,141,BUY,41971.50,1
1704067200014100000,ADD,142,BUY,41972.00,2
1704067200014200000,ADD,143,BUY,41972.00,8
1704067200014300000,ADD,144,BUY,41972.50,2
1704067200014400000,ADD,145,BUY,41972.50,11
1704067200014500000,ADD,146,BUY,41973.00,17
1704067200014600000,ADD,147,BUY,41973.00,8
1704067200014700000,ADD,148,BUY,41973.50,16
1704067200014800000,ADD,149,BUY,41973.50,7
1704067200014900000,ADD,150,BUY,41973.50,18
1704067200015000000,ADD,151,BUY,41973.50,5
1704067200015100000,ADD,152,BUY,41974.00,8
1704067200015200000,ADD,153,BUY,41974.00,16
1704067200015300000,ADD,154,BUY,41974.00,14
1704067200015400000,ADD,155,BUY,41974.00,7
1704067200015500000,ADD,156,BUY,41974.00,4
1704067200015600000,ADD,157,BUY,41974.50,14
1704067200015700000,ADD,158,BUY,41974.50,12
1704067200015800000,ADD,159,BUY,41975.00,14
1704067200015900000,ADD,160,BUY,41975.00,15
1704067200016000000,ADD,161,BUY,41975.00,2
1704067200016100000,ADD,162,BUY,41975.00,4
1704067200016200000,ADD,163,BUY,41975.00,2
1704067200016300000,ADD,164,BUY,41975.50,11
1704067200016400000,ADD,165,BUY,41975.50,4
1704067200016500000,ADD,166,BUY,41975.50,8
1704067200016600000,ADD,167,BUY,41975.50,7
1704067200016700000,ADD,168,BUY,41975.50,7
1704067200016800000,ADD,169,BUY,41976.00,5
1704067200016900000,ADD,170,BUY,41976.00,14
1704067200017000000,ADD,171,BUY,41976.00,6
1704067200017100000,ADD,172,BUY,41976.00,9
1704067200017200000,ADD,173,BUY,41976.00,15
1704067200017300000,ADD,174,BUY,41976.50,3
1704067200017400000,ADD,175,BUY,41976.50,15
1704067200017500000,ADD,176,BUY,41976.50,18
1704067200017600000,ADD,177,BUY,41977.00,2
1704067200017700000,ADD,178,BUY,41977.00,18
1704067200017800000,ADD,179,BUY,41977.50,3
1704067200017900000,ADD,180,BUY,41977.50,8
1704067200018000000,ADD,181,BUY,41978.00,14
1704067200018100000,ADD,182,BUY,41978.00,16
1704067200018200000,ADD,183,BUY,41978.00,16
1704067200018300000,ADD,184,BUY,41978.50,13
1704067200018400000,ADD,185,BUY,41978.50,2
1704067200018500000,ADD,186,BUY,41978.50,6
1704067200018600000,ADD,187,BUY,41979.00,1
1704067200018700000,ADD,188,BUY,41979.00,13
1704067200018800000,ADD,189,BUY,41979.00,9
1704067200018900000,ADD,190,BUY,41979.00,15
1704067200019000000,ADD,191,BUY,41979.00,10
1704067200019100000,ADD,192,BUY,41979.50,18
1704067200019200000,ADD,193,BUY,41979.50,16
1704067200019300000,ADD,194,BUY,41979.50,5
1704067200019400000,ADD,195,BUY,41979.50,7
1704067200019500000,ADD,196,BUY,41979.50,10
1704067200019600000,ADD,197,BUY,41980.00,2
1704067200019700000,ADD,198,BUY,41980.00,19
1704067200019800000,ADD,199,BUY,41980.00,18
1704067200019900000,ADD,200,BUY,41980.50,11
1704067200020000000,ADD,201,BUY,41980.50,2
1704067200020100000,ADD,202,BUY,41981.00,19
1704067200020200000,ADD,203,BUY,41981.00,16
1704067200020300000,ADD,204,BUY,41981.50,2
1704067200020400000,ADD,205,BUY,41981.50,17
1704067200020500000,ADD,206,BUY,41981.50,3
1704067200020600000,ADD,207,BUY,41982.00,3
1704067200020700000,ADD,208,BUY,41982.00,20
1704067200020800000,ADD,209,BUY,41982.00,3
1704067200020900000,ADD,210,BUY,41982.50,13
1704067200021000000,ADD,211,BUY,41982.50,4
1704067200021100000,ADD,212,BUY,41982.50,19
1704067200021200000,ADD,213,BUY,41983.00,19
1704067200021300000,ADD,214,BUY,41983.00,20
1704067200021400000,ADD,215,BUY,41983.00,2
1704067200021500000,ADD,216,BUY,41983.50,14
1704067200021600000,ADD,217,BUY,41983.50,19
1704067200021700000,ADD,218,BUY,41984.00,9
1704067200021800000,ADD,219,BUY,41984.00,7
1704067200021900000,ADD,220,BUY,41984.00,11
1704067200022000000,ADD,221,BUY,41984.00,8
1704067200022100000,ADD,222,BUY,41984.50,13
1704067200022200000,ADD,223,BUY,41984.50,5
1704067200022300000,ADD,224,BUY,41984.50,10
1704067200022400000,ADD,225,BUY,41984.50,15
1704067200022500000,ADD,226,BUY,41985.00,3
1704067200022600000,ADD,227,BUY,41985.00,1
1704067200022700000,ADD,228,BUY,41985.00,15
1704067200022800000,ADD,229,BUY,41985.00,20
1704067200022900000,ADD,230,BUY,41985.50,3
1704067200023000000,ADD,231,BUY,41985.50,18
1704067200023100000,ADD,232,BUY,41986.00,17
1704067200023200000,ADD,233,BUY,41986.00,9
1704067200023300000,ADD,234,BUY,41986.00,5
1704067200023400000,ADD,235,BUY,41986.50,3
1704067200023500000,ADD,236,BUY,41986.50,8
1704067200023600000,ADD,237,BUY,41986.50,12
1704067200023700000,ADD,238,BUY,41986.50,10
1704067200023800000,ADD,239,BUY,41987.00,15
1704067200023900000,ADD,240,BUY,41987.00,18
1704067200024000000,ADD,241,BUY,41987.00,10
1704067200024100000,ADD,242,BUY,41987.50,18
1704067200024200000,ADD,243,BUY,41987.50,10
1704067200024300000,ADD,244,BUY,41988.00,5
1704067200024400000,ADD,245,BUY,41988.00,9
1704067200024500000,ADD,246,BUY,41988.50,4
1704067200024600000,ADD,247,BUY,41988.50,18
1704067200024700000,ADD,248,BUY,41989.00,9
1704067200024800000,ADD,249,BUY,41989.00,10
1704067200024900000,ADD,250,BUY,41989.00,20
1704067200025000000,ADD,251,BUY,41989.50,11
1704067200025100000,ADD,252,BUY,41989.50,7
1704067200025200000,ADD,253,BUY,41989.50,9
1704067200025300000,ADD,254,BUY,41990.00,9
1704067200025400000,ADD,255,BUY,41990.00,2
1704067200025500000,ADD,256,BUY,41990.00,3
1704067200025600000,ADD,257,BUY,41990.00,14
1704067200025700000,ADD,258,BUY,41990.00,9
1704067200025800000,ADD,259,BUY,41990.50,1
1704067200025900000,ADD,260,BUY,41990.50,11
1704067200026000000,ADD,261,BUY,41991.00,9
1704067200026100000,ADD,262,BUY,41991.00,6
1704067200026200000,ADD,263,BUY,41991.00,15
1704067200026300000,ADD,264,BUY,41991.50,18
1704067200026400000,ADD,265,BUY,41991.50,1
1704067200026500000,ADD,266,BUY,41991.50,4
1704067200026600000,ADD,267,BUY,41991.50,3
1704067200026700000,ADD,268,BUY,41991.50,5
1704067200026800000,ADD,269,BUY,41992.00,12
1704067200026900000,ADD,270,BUY,41992.00,19
1704067200027000000,ADD,271,BUY,41992.50,14
1704067200027100000,ADD,272,BUY,41992.50,5
1704067200027200000,ADD,273,BUY,41992.50,2
1704067200027300000,ADD,274,BUY,41993.00,12
1704067200027400000,ADD,275,BUY,41993.00,2
1704067200027500000,ADD,276,BUY,41993.00,12
1704067200027600000,ADD,277,BUY,41993.00,7
1704067200027700000,ADD,278,BUY,41993.50,4
1704067200027800000,ADD,279,BUY,41993.50,12
1704067200027900000,ADD,280,BUY,41993.50,18
1704067200028000000,ADD,281,BUY,41994.00,20
1704067200028100000,ADD,282,BUY,41994.00,5
1704067200028200000,ADD,283,BUY,41994.00,8
1704067200028300000,ADD,284,BUY,41994.00,6
1704067200028400000,ADD,285,BUY,41994.00,6
1704067200028500000,ADD,286,BUY,41994.50,1
1704067200028600000,ADD,287,BUY,41994.50,6
1704067200028700000,ADD,288,BUY,41994.50,11
1704067200028800000,ADD,289,BUY,41994.50,14
1704067200028900000,ADD,290,BUY,41994.50,8
1704067200029000000,ADD,291,BUY,41995.00,6
1704067200029100000,ADD,292,BUY,41995.00,4
1704067200029200000,ADD,293,BUY,41995.00,13
1704067200029300000,ADD,294,BUY,41995.00,2
1704067200029400000,ADD,295,BUY,41995.50,8
1704067200029500000,ADD,296,BUY,41995.50,7
1704067200029600000,ADD,297,BUY,41995.50,15
1704067200029700000,ADD,298,BUY,41995.50,12
1704067200029800000,ADD,299,BUY,41995.50,10
1704067200029900000,ADD,300,BUY,41996.00,8
1704067200030000000,ADD,301,BUY,41996.00,1
1704067200030100000,ADD,302,BUY,41996.00,7
1704067200030200000,ADD,303,BUY,41996.50,11
1704067200030300000,ADD,304,BUY,41996.50,9
1704067200030400000,ADD,305,BUY,41996.50,3
1704067200030500000,ADD,306,BUY,41996.50,9
1704067200030600000,ADD,307,BUY,41996.50,12
1704067200030700000,ADD,308,BUY,41997.00,18
1704067200030800000,ADD,309,BUY,41997.00,11
1704067200030900000,ADD,310,BUY,41997.00,1
1704067200031000000,ADD,311,BUY,41997.00,4
1704067200031100000,ADD,312,BUY,41997.00,9
1704067200031200000,ADD,313,BUY,41997.50,19
1704067200031300000,ADD,314,BUY,41997.50,9
1704067200031400000,ADD,315,BUY,41997.50,2
1704067200031500000,ADD,316,BUY,41998.00,20
1704067200031600000,ADD,317,BUY,41998.00,14
1704067200031700000,ADD,318,BUY,41998.50,11
1704067200031800000,ADD,319,BUY,41998.50,14
1704067200031900000,ADD,320,BUY,41998.50,20
1704067200032000000,ADD,321,BUY,41998.50,17
1704067200032100000,ADD,322,BUY,41999.00,13
1704067200032200000,ADD,323,BUY,41999.00,19
1704067200032300000,ADD,324,BUY,41999.50,9
1704067200032400000,ADD,325,BUY,41999.50,2
1704067200032500000,ADD,326,BUY,41999.50,14
1704067200032600000,ADD,327,BUY,42000.00,17
1704067200032700000,ADD,328,BUY,42000.00,18
1704067200032800000,ADD,329,SELL,42001.00,12
1704067200032900000,ADD,330,SELL,42001.00,14
1704067200033000000,ADD,331,SELL,42001.00,3
1704067200033100000,ADD,332,SELL,42001.50,20
1704067200033200000,ADD,333,SELL,42001.50,11
1704067200033300000,ADD,334,SELL,42001.50,4
1704067200033400000,ADD,335,SELL,42001.50,10
1704067200033500000,ADD,336,SELL,42002.00,14
1704067200033600000,ADD,337,SELL,42002.00,11
1704067200033700000,ADD,338,SELL,42002.00,13
1704067200033800000,ADD,339,SELL,42002.00,10
1704067200033900000,ADD,340,SELL,42002.50,7
1704067200034000000,ADD,341,SELL,42002.50,14
1704067200034100000,ADD,342,SELL,42002.50,13
1704067200034200000,ADD,343,SELL,42003.00,20
1704067200034300000,ADD,344,SELL,42003.00,19
1704067200034400000,ADD,345,SELL,42003.00,10
1704067200034500000,ADD,346,SELL,42003.50,18
1704067200034600000,ADD,347,SELL,42003.50,1
1704067200034700000,ADD,348,SELL,42003.50,10
1704067200034800000,ADD,349,SELL,42003.50,10
1704067200034900000,ADD,350,SELL,42003.50,7
1704067200035000000,ADD,351,SELL,42004.00,19
1704067200035100000,ADD,352,SELL,42004.00,20
1704067200035200000,ADD,353,SELL,42004.00,11
1704067200035300000,ADD,354,SELL,42004.00,15
1704067200035400000,ADD,355,SELL,42004.00,15
1704067200035500000,ADD,356,SELL,42004.50,7
1704067200035600000,ADD,357,SELL,42004.50,17
1704067200035700000,ADD,358,SELL,42004.50,16
1704067200035800000,ADD,359,SELL,42004.50,6
1704067200035900000,ADD,360,SELL,42004.50,3
1704067200036000000,ADD,361,SELL,42005.00,17
1704067200036100000,ADD,362,SELL,42005.00,20
1704067200036200000,ADD,363,SELL,42005.00,11
1704067200036300000,ADD,364,SELL,42005.00,3
1704067200036400000,ADD,365,SELL,42005.50,10
1704067200036500000,ADD,366,SELL,42005.50,8
1704067200036600000,ADD,367,SELL,42005.50,7
1704067200036700000,ADD,368,SELL,42006.00,1
1704067200036800000,ADD,369,SELL,42006.00,2
1704067200036900000,ADD,370,SELL,42006.00,8
1704067200037000000,ADD,371,SELL,42006.50,20
1704067200037100000,ADD,372,SELL,42006.50,3
1704067200037200000,ADD,373,SELL,42006.50,15
1704067200037300000,ADD,374,SELL,42006.50,14
1704067200037400000,ADD,375,SELL,42006.50,19
1704067200037500000,ADD,376,SELL,42007.00,13
1704067200037600000,ADD,377,SELL,42007.00,16
1704067200037700000,ADD,378,SELL,42007.00,13
1704067200037800000,ADD,379,SELL,42007.50,5
1704067200037900000,ADD,380,SELL,42007.50,1
1704067200038000000,ADD,381,SELL,42007.50,4
1704067200038100000,ADD,382,SELL,42008.00,8
1704067200038200000,ADD,383,SELL,42008.00,6
1704067200038300000,ADD,384,SELL,42008.00,17
1704067200038400000,ADD,385,SELL,42008.00,15
1704067200038500000,ADD,386,SELL,42008.00,2
1704067200038600000,ADD,387,SELL,42008.50,4
1704067200038700000,ADD,388,SELL,42008.50,15
1704067200038800000,ADD,389,SELL,42008.50,5
1704067200038900000,ADD,390,SELL,42009.00,17
1704067200039000000,ADD,391,SELL,42009.00,18
1704067200039100000,ADD,392,SELL,42009.00,20
1704067200039200000,ADD,393,SELL,42009.00,11
1704067200039300000,ADD,394,SELL,42009.00,15
1704067200039400000,ADD,395,SELL,42009.50,18
1704067200039500000,ADD,396,SELL,42009.50,15
1704067200039600000,ADD,397,SELL,42009.50,6
1704067200039700000,ADD,398,SELL,42009.50,16
1704067200039800000,ADD,399,SELL,42009.50,15
1704067200039900000,ADD,400,SELL,42010.00,8
1704067200040000000,ADD,401,SELL,42010.00,9
1704067200040100000,ADD,402,SELL,42010.00,17
1704067200040200000,ADD,403,SELL,42010.00,16
1704067200040300000,ADD,404,SELL,42010.50,9
1704067200040400000,ADD,405,SELL,42010.50,15
1704067200040500000,ADD,406,SELL,42010.50,3
1704067200040600000,ADD,407,SELL,42011.00,8
1704067200040700000,ADD,408,SELL,42011.00,9
1704067200040800000,ADD,409,SELL,42011.00,11
1704067200040900000,ADD,410,SELL,42011.00,11
1704067200041000000,ADD,411,SELL,42011.50,5
1704067200041100000,ADD,412,SELL,42011.50,5
1704067200041200000,ADD,413,SELL,42012.00,13
1704067200041300000,ADD,414,SELL,42012.00,5
1704067200041400000,ADD,415,SELL,42012.00,7
1704067200041500000,ADD,416,SELL,42012.50,14
1704067200041600000,ADD,417,SELL,42012.50,14
1704067200041700000,ADD,418,SELL,42013.00,18
1704067200041800000,ADD,419,SELL,42013.00,15
1704067200041900000,ADD,420,SELL,42013.00,14
1704067200042000000,ADD,421,SELL,42013.00,2
1704067200042100000,ADD,422,SELL,42013.50,14
1704067200042200000,ADD,423,SELL,42013.50,13
1704067200042300000,ADD,424,SELL,42013.50,19
1704067200042400000,ADD,425,SELL,42014.00,19
1704067200042500000,ADD,426,SELL,42014.00,13
1704067200042600000,ADD,427,SELL,42014.50,1
1704067200042700000,ADD,428,SELL,42014.50,12
1704067200042800000,ADD,429,SELL,42014.50,10
1704067200042900000,ADD,430,SELL,42014.50,13
1704067200043000000,ADD,431,SELL,42014.50,14
1704067200043100000,ADD,432,SELL,42015.00,16
1704067200043200000,ADD,433,SELL,42015.00,8
1704067200043300000,ADD,434,SELL,42015.00,9
1704067200043400000,ADD,435,SELL,42015.50,16
1704067200043500000,ADD,436,SELL,42015.50,1
1704067200043600000,ADD,437,SELL,42015.50,13
1704067200043700000,ADD,438,SELL,42015.50,11
1704067200043800000,ADD,439,SELL,42015.50,13
1704067200043900000,ADD,440,SELL,42016.00,15
1704067200044000000,ADD,441,SELL,42016.00,5
1704067200044100000,ADD,442,SELL,42016.00,20
1704067200044200000,ADD,443,SELL,42016.50,13
1704067200044300000,ADD,444,SELL,42016.50,19
1704067200044400000,ADD,445,SELL,42017.00,3
1704067200044500000,ADD,446,SELL,42017.00,14
1704067200044600000,ADD,447,SELL,42017.50,15
1704067200044700000,ADD,448,SELL,42017.50,6
1704067200044800000,ADD,449,SELL,42017.50,2
1704067200044900000,ADD,450,SELL,42018.00,13
1704067200045000000,ADD,451,SELL,42018.00,11
1704067200045100000,ADD,452,SELL,42018.00,7
1704067200045200000,ADD,453,SELL,42018.00,15
1704067200045300000,ADD,454,SELL,42018.50,11
1704067200045400000,ADD,455,SELL,42018.50,13
1704067200045500000,ADD,456,SELL,42018.50,9
1704067200045600000,ADD,457,SELL,42018.50,14
1704067200045700000,ADD,458,SELL,42019.00,3
1704067200045800000,ADD,459,SELL,42019.00,16
1704067200045900000,ADD,460,SELL,42019.00,1
1704067200046000000,ADD,461,SELL,42019.00,18
1704067200046100000,ADD,462,SELL,42019.50,12
1704067200046200000,ADD,463,SELL,42019.50,8
1704067200046300000,ADD,464,SELL,42020.00,2
1704067200046400000,ADD,465,SELL,42020.00,1
1704067200046500000,ADD,466,SELL,42020.50,7
1704067200046600000,ADD,467,SELL,42020.50,1
1704067200046700000,ADD,468,SELL,42020.50,20
1704067200046800000,ADD,469,SELL,42021.00,8
1704067200046900000,ADD,470,SELL,42021.00,5
1704067200047000000,ADD,471,SELL,42021.00,16
1704067200047100000,ADD,472,SELL,42021.50,19
1704067200047200000,ADD,473,SELL,42021.50,7
1704067200047300000,ADD,474,SELL,42022.00,9
1704067200047400000,ADD,475,SELL,42022.00,12
1704067200047500000,ADD,476,SELL,42022.00,6
1704067200047600000,ADD,477,SELL,42022.00,20
1704067200047700000,ADD,478,SELL,42022.00,20
1704067200047800000,ADD,479,SELL,42022.50,6
1704067200047900000,ADD,480,SELL,42022.50,10
1704067200048000000,ADD,481,SELL,42023.00,19
1704067200048100000,ADD,482,SELL,42023.00,1
1704067200048200000,ADD,483,SELL,42023.50,19
1704067200048300000,ADD,484,SELL,42023.50,13
1704067200048400000,ADD,485,SELL,42023.50,13
1704067200048500000,ADD,486,SELL,42023.50,7
1704067200048600000,ADD,487,SELL,42024.00,19
1704067200048700000,ADD,488,SELL,42024.00,8
1704067200048800000,ADD,489,SELL,42024.50,10
1704067200048900000,ADD,490,SELL,42024.50,20
1704067200049000000,ADD,491,SELL,42025.00,19
1704067200049100000,ADD,492,SELL,42025.00,2
1704067200049200000,ADD,493,SELL,42025.50,18
1704067200049300000,ADD,494,SELL,42025.50,14
1704067200049400000,ADD,495,SELL,42025.50,12
1704067200049500000,ADD,496,SELL,42025.50,3
1704067200049600000,ADD,497,SELL,42026.00,1
1704067200049700000,ADD,498,SELL,42026.00,14
1704067200049800000,ADD,499,SELL,42026.00,16
1704067200049900000,ADD,500,SELL,42026.00,4
1704067200050000000,TRADE,,SELL,42001.00,3
1704067200050100000,ADD,501,SELL,42014.00,18
1704067200050200000,CANCEL,239,,41987.00,15
1704067200050300000,ADD,502,SELL,42042.50,3
1704067200050400000,ADD,503,BUY,41978.50,13
1704067200050500000,ADD,504,BUY,41974.50,12
1704067200050600000,CANCEL,175,,41976.50,15
1704067200050700000,ADD,505,SELL,42028.00,17
1704067200050800000,TRADE,,BUY,42000.50,8
1704067200050900000,ADD,506,BUY,41985.50,15
1704067200051000000,CANCEL,48,,41957.50,12
1704067200051100000,ADD,507,BUY,41983.00,12
1704067200051200000,ADD,508,SELL,42037.50,11
1704067200051300000,ADD,509,BUY,41961.50,7
1704067200051400000,ADD,510,SELL,42035.00,7
1704067200051500000,ADD,511,BUY,41999.00,17
1704067200051600000,ADD,512,SELL,42015.50,12
1704067200051700000,ADD,513,BUY,41963.50,2
1704067200051800000,ADD,514,SELL,41998.50,16
1704067200051900000,ADD,515,BUY,41974.00,11
1704067200052000000,ADD,516,BUY,41974.00,3
1704067200052100000,ADD,517,BUY,41952.50,5
1704067200052200000,CANCEL,315,,41997.50,2
1704067200052300000,ADD,518,BUY,41971.00,20
1704067200052400000,CANCEL,234,,41986.00,5
1704067200052500000,CANCEL,395,,42009.50,18
1704067200052600000,ADD,519,BUY,41999.50,10
1704067200052700000,ADD,520,BUY,41955.00,7
1704067200052800000,CANCEL,275,,41993.00,2
1704067200052900000,CANCEL,162,,41975.00,4
1704067200053000000,ADD,521,SELL,42021.00,20
1704067200053100000,ADD,522,BUY,41964.00,15
1704067200053200000,ADD,523,BUY,41989.50,19
1704067200053300000,CANCEL,206,,41981.50,3
1704067200053400000,ADD,524,SELL,42045.50,5
1704067200053500000,ADD,525,BUY,41987.50,19
1704067200053600000,TRADE,,BUY,42000.50,5
1704067200053700000,CANCEL,286,,41994.50,1
1704067200053800000,ADD,526,BUY,42001.50,14
1704067200053900000,CANCEL,263,,41991.00,15
1704067200054000000,ADD,527,BUY,41993.00,19
1704067200054100000,TRADE,,SELL,42000.50,5
1704067200054200000,ADD,528,SELL,42026.50,15
1704067200054300000,TRADE,,BUY,42000.50,8
1704067200054400000,TRADE,,BUY,42000.50,6
1704067200054500000,CANCEL,167,,41975.50,7
1704067200054600000,ADD,529,SELL,42047.50,18
1704067200054700000,ADD,530,BUY,41956.00,13
1704067200054800000,CANCEL,2,,41950.00,9
1704067200054900000,CANCEL,487,,42024.00,19
1704067200055000000,ADD,531,BUY,41988.00,15
1704067200055100000,CANCEL,215,,41983.00,2
1704067200055200000,ADD,532,BUY,41994.00,16
1704067200055300000,ADD,533,SELL,42012.50,6
1704067200055400000,ADD,534,BUY,41961.00,4
1704067200055500000,ADD,535,BUY,41975.00,10
1704067200055600000,ADD,536,BUY,41999.00,8
1704067200055700000,ADD,537,BUY,41980.00,5
